tax_id,root,below_root,superkingdom,below_superkingdom,kingdom,subkingdom,superphylum,phylum,below_phylum,subphylum,below_subphylum,below_below_subphylum,class,below_class,subclass,order,below_order,below_below_order,suborder,below_suborder,family,below_family,genus,below_genus,subgenus,species_group,species_subgroup,species,below_species,subspecies,below_subspecies
80865,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
36739,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
57495,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
872,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
39948,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
37914,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
29393,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
75654,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
84111,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1279384,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
538,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
308865,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
547,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1350,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
551,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1647,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
561,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
33986,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
66831,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
236752,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
150022,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
461,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
262,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
848,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
2701,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1378,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
129337,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
13075,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
2053,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
117563,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
724,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
568,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
2745,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
31983,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
209,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
963,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
303379,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
171673,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
53457,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
32257,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
570,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
579,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
57493,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
57499,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
204476,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1164882,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1578,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1357,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
47670,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
445,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
110932,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
32067,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1243,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1637,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
400634,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
69965,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
149698,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
906,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
407,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
33882,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
2005,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1269,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1873,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
86331,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
475,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
581,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1763,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
2093,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
76831,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
482,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1817,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1839,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
2013,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
182709,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
528,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
283168,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
90243,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
40136,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
44249,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
93217,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
53335,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
265,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
196082,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
543311,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
745,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1253,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
162289,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1257,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
657,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
152267,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
659694,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1372,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
162291,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1330546,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
836,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
838,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1743,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
203133,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
583,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
586,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
255204,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
286,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
1847,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
113286,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
83618,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
497,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
34037,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
48736,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
160674,75.0,75.0,75.0,75.0,75.0,75.0,80.0,80.0,80.0,85.0,85.0,85.0,90.0,90.0,90.0,93.0,93.0,93.0,93.0,93.0,95.0,95.0,97.0,97.0,98.0,98.0,98.0,99.0,100.0,100.0,100.0
